latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
8.99384,32.81826,317.16,1.31,1.13,2022-05-29,1108,A,54,6.1NRT,295.41,11.39,D
9.06679,32.82414,321.76,1.3,1.13,2022-05-29,1108,A,60,6.1NRT,291.67,16.32,D
9.07687,32.82254,355.47,1.3,1.13,2022-05-29,1108,A,97,6.1NRT,294.61,97.57,D
8.52933,29.05497,331.4,2.53,1.53,2022-05-29,1108,A,80,6.1NRT,301.04,51.14,D
8.52222,29.05113,331.1,2.53,1.53,2022-05-29,1108,A,79,6.1NRT,300.87,50.33,D
9.2098,32.89079,343.06,1.28,1.12,2022-05-29,1108,A,86,6.1NRT,294.86,58.69,D
9.20806,32.87926,324.97,1.29,1.13,2022-05-29,1108,A,54,6.1NRT,292.54,19.68,D
9.2622,33.10302,316.99,1.24,1.11,2022-05-29,1108,A,17,6.1NRT,291.48,8.14,D
8.81437,29.93013,319.33,2.13,1.42,2022-05-29,1108,A,41,6.1NRT,293.64,27.7,D
8.81128,29.91106,322.58,2.14,1.42,2022-05-29,1108,A,68,6.1NRT,293.86,37.21,D
9.31144,31.5949,328.88,1.56,1.23,2022-05-29,1108,A,57,6.1NRT,301.58,29.31,D
9.32239,31.59312,328.56,1.56,1.23,2022-05-29,1108,A,62,6.1NRT,302.72,27.8,D
9.33335,31.59134,327.93,1.56,1.23,2022-05-29,1108,A,57,6.1NRT,300.32,25.44,D
9.58181,32.64613,320.37,1.31,1.14,2022-05-29,1108,A,42,6.1NRT,294.73,12.35,D
10.02044,32.23729,329.83,1.37,1.16,2022-05-29,1108,A,35,6.1NRT,303.34,20.84,D
11.42909,41.41037,350.02,1.96,1.37,2022-05-29,1108,A,92,6.1NRT,317.93,90.83,D
11.43176,41.40471,349.4,1.96,1.37,2022-05-29,1108,A,91,6.1NRT,317.32,89.63,D
10.31604,32.22117,331.1,1.36,1.16,2022-05-29,1108,A,64,6.1NRT,306.7,24.5,D
11.78506,35.98272,332.81,1.01,1,2022-05-29,1108,A,56,6.1NRT,311.94,11.31,D
11.96752,35.58548,365.79,1,1,2022-05-29,1108,A,100,6.1NRT,319.15,77.22,D
11.99426,35.58146,337.71,1,1,2022-05-29,1108,A,76,6.1NRT,316.82,12.66,D
12.0106,35.50495,342.06,1,1,2022-05-29,1108,A,83,6.1NRT,314.98,18.57,D
11.73031,32.88792,335.69,1.19,1.09,2022-05-29,1108,A,68,6.1NRT,315.1,12.44,D
12.18991,33.76722,344.18,1.07,1.03,2022-05-29,1108,A,86,6.1NRT,321.3,20.33,D
11.95517,30.41624,357.77,1.72,1.29,2022-05-29,1108,A,98,6.1NRT,321.16,104.85,D
12.82245,35.82917,357.92,1.01,1,2022-05-29,1108,A,98,6.1NRT,321.97,50.31,D
12.82115,35.82,345.23,1.01,1,2022-05-29,1108,A,87,6.1NRT,321.9,21.52,D
12.21305,31.51995,340.54,1.42,1.18,2022-05-29,1108,A,81,6.1NRT,323.07,20.63,D
13.02133,35.41778,348.99,1,1,2022-05-29,1108,A,91,6.1NRT,322.57,29.28,D
12.93696,34.08071,338.66,1.04,1.02,2022-05-29,1108,A,78,6.1NRT,321.08,9.17,D
12.93555,34.07128,338.95,1.04,1.02,2022-05-29,1108,A,78,6.1NRT,321,9.28,D
13.19102,35.70263,339.51,1.01,1,2022-05-29,1108,A,74,6.1NRT,320.85,11.56,D
13.13961,34.95963,342.58,1,1,2022-05-29,1108,A,70,6.1NRT,322.28,13.28,D
13.13828,34.95051,360.04,1,1,2022-05-29,1108,A,100,6.1NRT,323.87,51.9,D
13.332,36.25237,338.25,1.03,1.01,2022-05-29,1108,A,68,6.1NRT,321.09,11.99,D
13.23122,34.01647,345.91,1.04,1.02,2022-05-29,1108,A,88,6.1NRT,325.61,21.18,D
13.62664,36.38338,343.82,1.04,1.02,2022-05-29,1108,A,85,6.1NRT,322.83,18.04,D
13.62533,36.37386,378.89,1.04,1.02,2022-05-29,1108,A,100,6.1NRT,327.12,123.35,D
13.63443,36.37254,373.81,1.04,1.02,2022-05-29,1108,A,100,6.1NRT,324.75,102.88,D
13.49976,35.22094,341.15,1,1,2022-05-29,1108,A,82,6.1NRT,325.1,10.58,D
13.73724,36.7112,343.1,1.07,1.03,2022-05-29,1108,A,84,6.1NRT,327.04,15.58,D
13.72182,36.34415,341.69,1.04,1.02,2022-05-29,1108,A,82,6.1NRT,326.68,14.23,D
12.70195,29.19806,338.66,2.06,1.4,2022-05-29,1108,A,78,6.1NRT,321.1,31.65,D
13.70127,35.66399,342.06,1.01,1,2022-05-29,1108,A,62,6.1NRT,325.74,11.77,D
13.69998,35.6548,343.1,1.01,1,2022-05-29,1108,A,76,6.1NRT,326.66,13.66,D
12.70413,29.19091,338.7,2.06,1.4,2022-05-29,1108,A,78,6.1NRT,321.01,35.23,D
13.70104,32.65758,349.62,1.16,1.07,2022-05-29,1108,A,91,6.1NRT,326.63,31.45,D
-21.65502,43.58123,320.48,1.01,1.01,2022-05-29,1100,A,60,6.1NRT,306.7,7.89,D
-21.42879,44.77265,319.95,1.1,1.04,2022-05-29,1100,A,64,6.1NRT,308.11,8.61,D
-21.43415,44.07575,322.22,1.04,1.02,2022-05-29,1100,A,68,6.1NRT,307.42,9.38,D
-21.32649,44.47147,323.27,1.07,1.03,2022-05-29,1100,A,67,6.1NRT,308.29,8.79,D
-21.40653,43.9485,344.03,1.03,1.02,2022-05-29,1100,A,91,6.1NRT,306.36,40.28,D
-21.39742,43.94691,330.75,1.03,1.02,2022-05-29,1100,A,67,6.1NRT,304.55,16.75,D
-21.40191,43.91728,333.33,1.03,1.01,2022-05-29,1100,A,80,6.1NRT,306.35,21.62,D
-21.3928,43.9157,327.36,1.03,1.01,2022-05-29,1100,A,40,6.1NRT,308.33,14.68,D
-21.37769,43.95363,337.75,1.03,1.02,2022-05-29,1100,A,84,6.1NRT,310.16,26.53,D
-21.37919,43.94374,330.25,1.03,1.02,2022-05-29,1100,A,36,6.1NRT,307.82,15.28,D
-21.37032,43.94564,337.46,1.03,1.02,2022-05-29,1100,A,86,6.1NRT,308.89,29.25,D
-21.04472,44.96891,317.2,1.13,1.06,2022-05-29,1100,A,49,6.1NRT,306.57,6.64,D
-21.04284,44.88496,318.82,1.12,1.05,2022-05-29,1100,A,53,6.1NRT,307.11,7.61,D
-21.10731,44.46613,323.79,1.08,1.04,2022-05-29,1100,A,71,6.1NRT,309.22,12.31,D
-21.11202,44.43531,318.98,1.07,1.03,2022-05-29,1100,A,60,6.1NRT,308.08,6.62,D
-20.79917,46.15805,316.21,1.31,1.13,2022-05-29,1100,A,64,6.1NRT,301.82,10.09,D
-21.02699,44.43085,317.55,1.07,1.03,2022-05-29,1100,A,55,6.1NRT,306.77,5.78,D
-20.86386,45.31785,319.5,1.17,1.08,2022-05-29,1100,A,67,6.1NRT,306.29,8.58,D
-20.55574,46.44862,319.33,1.37,1.16,2022-05-29,1100,A,71,6.1NRT,300.43,18.2,D
-20.66472,45.22342,330.19,1.17,1.08,2022-05-29,1100,A,81,6.1NRT,307.86,24.07,D
-20.76148,44.61021,320.58,1.1,1.04,2022-05-29,1100,A,67,6.1NRT,307.17,8.93,D
-20.43445,46.43505,313.64,1.37,1.16,2022-05-29,1100,A,57,6.1NRT,302.47,7.11,D
-20.60423,44.95776,320.01,1.14,1.06,2022-05-29,1100,A,66,6.1NRT,307.72,8.83,D
-20.54214,44.70999,333.37,1.11,1.05,2022-05-29,1100,A,83,6.1NRT,309.71,23.68,D
-20.51711,44.70976,323.22,1.11,1.05,2022-05-29,1100,A,70,6.1NRT,310.63,10.79,D
-20.43422,44.59192,317.93,1.1,1.05,2022-05-29,1100,A,54,6.1NRT,306.7,6.64,D
-20.13881,46.25036,321.31,1.35,1.15,2022-05-29,1100,A,72,6.1NRT,303.65,16.84,D
-20.13462,44.95406,318.88,1.15,1.07,2022-05-29,1100,A,64,6.1NRT,307.33,6.84,D
-20.06709,45.25005,322.12,1.19,1.09,2022-05-29,1100,A,72,6.1NRT,304.47,14.49,D
-19.79395,45.59833,320.85,1.25,1.11,2022-05-29,1100,A,72,6.1NRT,304.99,11.75,D
-19.79637,45.39435,316.16,1.22,1.1,2022-05-29,1100,A,50,6.1NRT,304.18,6.35,D
-19.85111,45.05436,319.68,1.17,1.08,2022-05-29,1100,A,68,6.1NRT,306.16,10.7,D
-19.7222,45.16274,318.47,1.19,1.09,2022-05-29,1100,A,58,6.1NRT,305.31,9.3,D
-19.72398,45.15174,318.8,1.19,1.09,2022-05-29,1100,A,66,6.1NRT,305.43,9.38,D
-19.68947,45.03579,318.47,1.18,1.08,2022-05-29,1100,A,0,6.1NRT,305.95,7.45,D
-19.6851,45.00076,318.35,1.17,1.08,2022-05-29,1100,A,0,6.1NRT,306.15,7.72,D
-19.67825,44.91953,318.88,1.16,1.07,2022-05-29,1100,A,67,6.1NRT,304.18,9.39,D
-19.56757,45.22658,318.49,1.21,1.09,2022-05-29,1100,A,67,6.1NRT,303.83,10.11,D
-19.56938,45.21526,321.03,1.21,1.09,2022-05-29,1100,A,72,6.1NRT,302.94,13.24,D
-19.51026,45.256,314.98,1.21,1.1,2022-05-29,1100,A,49,6.1NRT,302.13,6.46,D
-19.21435,45.82418,312.26,1.32,1.14,2022-05-29,1100,A,31,6.1NRT,295.34,10.53,D
-19.28914,44.98325,316.69,1.18,1.08,2022-05-29,1100,A,65,6.1NRT,303.26,7.23,D
-19.21799,44.39294,314.01,1.11,1.05,2022-05-29,1100,A,57,6.1NRT,300.11,7.43,D
-18.99775,45.45668,319.93,1.26,1.12,2022-05-29,1100,A,73,6.1NRT,300.58,15.24,D
-18.99965,45.44482,318.7,1.26,1.12,2022-05-29,1100,A,71,6.1NRT,301.21,12.91,D
-19.14497,44.4611,320.13,1.12,1.06,2022-05-29,1100,A,68,6.1NRT,300.02,14.09,D
-18.66406,46.65369,310.44,1.52,1.22,2022-05-29,1100,A,34,6.1NRT,295.33,8.66,D
-18.88928,44.79078,320.02,1.17,1.08,2022-05-29,1100,A,70,6.1NRT,298.76,14.65,D
-18.44708,46.77709,314.7,1.57,1.23,2022-05-29,1100,A,53,6.1NRT,300.36,12.5,D
-18.42539,46.7674,315,1.57,1.23,2022-05-29,1100,A,67,6.1NRT,300.38,14.66,D
-18.65505,44.97752,315.74,1.2,1.09,2022-05-29,1100,A,65,6.1NRT,299.81,8.43,D
-18.3375,46.80455,314.89,1.58,1.24,2022-05-29,1100,A,59,6.1NRT,295.43,15.92,D
-18.45267,45.71215,312.23,1.33,1.14,2022-05-29,1100,A,37,6.1NRT,296.32,9.01,D
-18.47592,45.1333,317.59,1.23,1.1,2022-05-29,1100,A,70,6.1NRT,301.7,9.62,D
-18.12153,46.58776,318.3,1.54,1.22,2022-05-29,1100,A,47,6.1NRT,302.58,16.26,D
-17.81757,46.81946,312,1.62,1.25,2022-05-29,1100,A,57,6.1NRT,297.4,6.69,D
-18.06194,44.77071,313.76,1.2,1.09,2022-05-29,1100,A,43,6.1NRT,296.52,7.51,D
-17.64721,45.7611,312.47,1.38,1.16,2022-05-29,1100,A,20,6.1NRT,295.42,8.73,D
-17.31017,46.19173,321.6,1.49,1.21,2022-05-29,1102,A,74,6.1NRT,296.88,21.12,D
-17.25024,46.15169,322.39,1.49,1.2,2022-05-29,1102,A,76,6.1NRT,299.46,23.61,D
-17.25255,46.13802,322.5,1.48,1.2,2022-05-29,1102,A,76,6.1NRT,299.52,24,D
-17.24855,46.14563,326.18,1.49,1.2,2022-05-29,1102,A,78,6.1NRT,299.12,28.91,D
-17.25379,45.97835,317.43,1.45,1.19,2022-05-29,1102,A,42,6.1NRT,301.33,11.91,D
-17.24083,45.99058,317.19,1.45,1.19,2022-05-29,1102,A,63,6.1NRT,299.93,11.26,D
-17.16275,45.89937,319.38,1.44,1.19,2022-05-29,1102,A,52,6.1NRT,300.73,17.01,D
-16.92913,47.0835,315.48,1.75,1.3,2022-05-29,1102,A,65,6.1NRT,300.26,11.82,D
-17.10159,46.06967,323.51,1.48,1.2,2022-05-29,1102,A,67,6.1NRT,304.34,20.8,D
-17.02731,45.96702,317.01,1.46,1.19,2022-05-29,1102,A,26,6.1NRT,301.7,11.71,D
-17.04677,45.65516,316.71,1.39,1.17,2022-05-29,1102,A,60,6.1NRT,300.91,10.98,D
-17.01114,45.83197,326.64,1.43,1.18,2022-05-29,1102,A,79,6.1NRT,301.36,26.64,D
-17.00056,45.83008,315.45,1.43,1.18,2022-05-29,1102,A,59,6.1NRT,299.19,8,D
-16.94869,45.6848,317.34,1.4,1.17,2022-05-29,1102,A,66,6.1NRT,300.36,12.48,D
-16.93819,45.71797,316.7,1.41,1.18,2022-05-29,1102,A,64,6.1NRT,300.92,11.94,D
-16.82797,45.69144,322.45,1.41,1.18,2022-05-29,1102,A,74,6.1NRT,302.28,20.12,D
-16.83012,45.67825,318.91,1.41,1.17,2022-05-29,1102,A,69,6.1NRT,300.8,14.39,D
-16.59996,45.26575,315.46,1.34,1.15,2022-05-29,1102,A,59,6.1NRT,301.62,8.21,D
-16.4797,45.23848,316.05,1.34,1.15,2022-05-29,1102,A,60,6.1NRT,301.67,6.89,D
-16.37379,44.88404,318.58,1.28,1.12,2022-05-29,1102,A,66,6.1NRT,300.75,10.81,D
-16.29212,45.25742,323.18,1.35,1.15,2022-05-29,1102,A,75,6.1NRT,302.95,18.3,D
-17.69032,33.72082,318.92,2.87,1.62,2022-05-29,1102,A,62,6.1NRT,296.83,54.75,D
-17.67576,33.71901,323.4,2.87,1.62,2022-05-29,1102,A,80,6.1NRT,297.3,76.11,D
-17.57349,33.83657,310.25,2.8,1.6,2022-05-29,1102,A,38,6.1NRT,296.85,22.77,D
-17.55908,33.8348,312.02,2.8,1.6,2022-05-29,1102,A,54,6.1NRT,295.81,27.97,D
-17.55638,33.82722,315.24,2.8,1.6,2022-05-29,1102,A,61,6.1NRT,296.21,38.01,D
-17.49477,33.57714,317.44,2.93,1.63,2022-05-29,1102,A,74,6.1NRT,297.22,55.64,D
-17.49759,33.54988,309.12,2.94,1.63,2022-05-29,1102,A,59,6.1NRT,296.58,24.45,D
-17.45447,33.68165,307.66,2.87,1.62,2022-05-29,1102,A,54,6.1NRT,297.4,19.62,D
-17.49458,33.57242,319.91,2.93,1.63,2022-05-29,1102,A,76,6.1NRT,297.4,62.72,D
-17.45351,33.67697,309.93,2.87,1.62,2022-05-29,1102,A,61,6.1NRT,297.58,26.81,D
-15.28905,40.64961,319.45,1.01,1.01,2022-05-29,1102,A,0,6.1NRT,300.58,11.54,D
-12.99736,31.95909,311.92,3.37,1.73,2022-05-29,1102,A,24,6.1NRT,298.55,26.88,D
-12.06377,31.13865,311.89,3.8,1.82,2022-05-29,1102,A,65,6.1NRT,299.89,46.05,D
-12.05652,31.13058,314.86,3.8,1.82,2022-05-29,1102,A,70,6.1NRT,299.97,63,D
-9.9492,39.13006,312.18,1.03,1.01,2022-05-29,1104,A,59,6.1NRT,298.65,5.87,D
-7.85936,34.9965,323.08,1.64,1.26,2022-05-29,1104,A,59,6.1NRT,304.23,22.77,D
-7.40661,34.79345,316.41,1.67,1.27,2022-05-29,1104,A,53,6.1NRT,302.07,13.14,D
-7.36241,34.86289,330.3,1.65,1.26,2022-05-29,1104,A,80,6.1NRT,303.02,34.65,D
-7.33981,34.85981,333.47,1.65,1.26,2022-05-29,1104,A,85,6.1NRT,303.34,44.94,D
-7.11337,34.32624,317.58,1.8,1.31,2022-05-29,1104,A,65,6.1NRT,300.71,20.04,D
-7.11549,34.31012,315.22,1.8,1.32,2022-05-29,1104,A,59,6.1NRT,299.17,15.33,D
-7.09017,33.80296,317.38,1.97,1.37,2022-05-29,1104,A,55,6.1NRT,301.33,20.7,D
-7.29562,31.6159,316.29,2.96,1.64,2022-05-29,1104,A,52,6.1NRT,297.02,42.47,D
-7.28097,31.61393,316.92,2.96,1.64,2022-05-29,1104,A,70,6.1NRT,295.69,45.64,D
-7.28432,31.58739,313.72,2.97,1.64,2022-05-29,1104,A,38,6.1NRT,295.6,31.11,D
-7.291,31.63483,319.65,2.94,1.63,2022-05-29,1104,A,48,6.1NRT,296.73,52.54,D
-7.08999,32.91579,311.53,2.31,1.47,2022-05-29,1104,A,38,6.1NRT,291.19,19.02,D
-6.98796,33.57549,318.7,2.04,1.39,2022-05-29,1104,A,47,6.1NRT,299.23,24.86,D
-6.94854,33.68128,332.38,2,1.38,2022-05-29,1104,A,84,6.1NRT,300.73,63.92,D
-6.93858,33.66161,337.63,2.01,1.38,2022-05-29,1104,A,88,6.1NRT,295.83,87.04,D
-7.09637,32.4545,312.04,2.52,1.53,2022-05-29,1104,A,34,6.1NRT,292.45,17.49,D
-6.92623,33.65984,325.03,2.01,1.38,2022-05-29,1104,A,77,6.1NRT,294.94,42.41,D
-6.90687,33.71203,315.94,1.99,1.38,2022-05-29,1104,A,24,6.1NRT,294.72,17.77,D
-7.16718,31.67361,313.37,2.91,1.63,2022-05-29,1104,A,47,6.1NRT,297.21,26.05,D
-6.92166,33.67252,324.42,2,1.38,2022-05-29,1104,A,54,6.1NRT,298.23,37.88,D
-7.1663,31.6687,315.66,2.91,1.63,2022-05-29,1104,A,64,6.1NRT,297.51,35.81,D
-6.71503,34.91121,316.84,1.6,1.25,2022-05-29,1104,A,55,6.1NRT,297.69,15.5,D
-6.87227,33.6661,321.67,2,1.38,2022-05-29,1104,A,62,6.1NRT,299.41,32.62,D
-6.84286,33.69853,318.18,1.99,1.38,2022-05-29,1104,A,51,6.1NRT,296.34,24.83,D
-7.03941,31.48241,312.91,3,1.65,2022-05-29,1104,A,29,6.1NRT,297.98,25.94,D
-6.4937,34.68471,322.22,1.65,1.26,2022-05-29,1104,A,73,6.1NRT,295.26,26.77,D
-6.41528,34.5934,315.42,1.67,1.27,2022-05-29,1104,A,60,6.1NRT,298.01,15.43,D
-5.93063,34.3594,313.9,1.71,1.28,2022-05-29,1104,A,38,6.1NRT,295.36,13.61,D
14.32247,32.5673,340.1,1.15,1.07,2022-05-29,1110,A,49,6.1NRT,326.48,8.39,D
14.33198,32.56572,344.85,1.15,1.07,2022-05-29,1110,A,86,6.1NRT,326.88,19.38,D
14.3383,32.44966,342.17,1.17,1.08,2022-05-29,1110,A,83,6.1NRT,329.68,15.34,D
15.14881,36.83545,393.1,1.11,1.05,2022-05-29,1110,A,100,6.1NRT,327.3,210.52,D
15.14746,36.82523,363.79,1.11,1.05,2022-05-29,1110,A,100,6.1NRT,329.19,72.46,D
15.1582,36.83411,348.61,1.11,1.05,2022-05-29,1110,A,90,6.1NRT,325.22,29.33,D
15.15684,36.82388,345.78,1.11,1.05,2022-05-29,1110,A,87,6.1NRT,325.84,22.91,D
15.18117,36.51257,346.39,1.08,1.04,2022-05-29,1110,A,88,6.1NRT,324.63,25.42,D
22.43847,28.04415,417.02,1.63,1.26,2022-05-29,1113,A,100,6.1NRT,330.71,707.68,D
22.60237,28.2551,351.95,1.57,1.23,2022-05-29,1113,A,93,6.1NRT,325.89,79.37,D
22.6058,28.26465,353.67,1.56,1.23,2022-05-29,1113,A,95,6.1NRT,324.66,85.43,D
22.60314,28.24978,345.4,1.57,1.23,2022-05-29,1113,A,87,6.1NRT,324.53,52.13,D
30.26671,30.86954,330.04,1,1,2022-05-29,1115,A,33,6.1NRT,317.25,7.65,D
30.80189,30.30446,333.98,1.01,1,2022-05-29,1115,A,74,6.1NRT,313.57,17.48,D
30.80033,30.29407,331.79,1.01,1,2022-05-29,1115,A,69,6.1NRT,312.15,14.45,D
46.01057,45.59892,348.45,1.39,1.17,2022-05-29,0939,A,92,6.1NRT,319.68,59.47,D
48.23652,57.33878,326.87,1.66,1.27,2022-05-29,0939,A,64,6.1NRT,311.77,16.6,D
48.10349,37.69799,327.7,2.99,1.64,2022-05-29,0941,A,76,6.1NRT,290.61,106.82,D
49.55233,42.73154,322.24,1.54,1.22,2022-05-29,0941,A,73,6.1NRT,300.69,23.18,D
51.84654,53.80163,322.2,1.29,1.13,2022-05-29,0941,A,50,6.1NRT,298.93,14.12,D
53.40532,55.85231,310.99,1.64,1.26,2022-05-29,0941,A,48,6.1NRT,297.2,8.77,D
52.38795,-8.06866,307.69,1.34,1.15,2022-05-29,1113,T,66,6.1NRT,288.45,10.91,D
52.38604,-8.04869,301.85,1.34,1.15,2022-05-29,1113,T,41,6.1NRT,289.78,5.52,D
47.07754,-1.2826,309.97,1.13,1.06,2022-05-29,1113,T,57,6.1NRT,296.47,6.83,D
43.14268,-2.95455,310.63,1.13,1.06,2022-05-29,1115,T,56,6.1NRT,299.78,8.04,D
42.37279,-3.73484,314.74,1.09,1.04,2022-05-29,1115,T,21,6.1NRT,304.14,7.01,D
42.37062,-3.72192,315.03,1.09,1.04,2022-05-29,1115,T,43,6.1NRT,303.97,7.29,D
41.9672,-4.49789,321.18,1.05,1.02,2022-05-29,1115,T,62,6.1NRT,307.89,7.8,D
13.27174,-3.44556,328.34,4.31,1.92,2022-05-29,1121,T,64,6.1NRT,296.34,95.52,D
13.26929,-3.45306,328.08,4.31,1.92,2022-05-29,1121,T,59,6.1NRT,296.66,94.95,D
13.84686,-9.55703,331.1,1.45,1.19,2022-05-29,1121,T,69,6.1NRT,307.23,15.54,D
13.84471,-9.54387,332.79,1.46,1.19,2022-05-29,1121,T,73,6.1NRT,306.1,19.86,D
14.5372,-14.49659,326.88,1.03,1.01,2022-05-29,1121,T,43,6.1NRT,303.23,9.26,D
14.55118,-15.45301,331.51,1.1,1.05,2022-05-29,1121,T,61,6.1NRT,302.42,19.61,D
13.77153,-15.33927,326.39,1.08,1.04,2022-05-29,1121,T,72,6.1NRT,293.39,12.48,D
13.4966,-13.73283,321.92,1,1,2022-05-29,1121,T,62,6.1NRT,295.1,9.25,D
12.31877,-16.5978,324.08,1.19,1.08,2022-05-29,1121,T,54,6.1NRT,303.93,11.17,D
61.20578,23.27588,301.42,1.13,1.06,2022-05-29,1121,A,33,6.1NRT,287.72,4.32,D
61.20346,23.25512,303.89,1.13,1.06,2022-05-29,1121,A,44,6.1NRT,289.26,5.92,D
39.95855,-0.21297,318.29,1.24,1.11,2022-05-29,1257,A,37,6.1NRT,302.71,8.32,D
43.44776,4.89861,321.9,1.09,1.04,2022-05-29,1257,A,53,6.1NRT,308.78,11.42,D
44.67596,0.56714,322.43,1.03,1.01,2022-05-29,1257,A,76,6.1NRT,304.45,12.8,D
43.52959,-5.73029,312.19,1.99,1.38,2022-05-29,1257,A,44,6.1NRT,297.59,18.61,D
44.75318,0.29484,317.96,1.04,1.02,2022-05-29,1257,A,70,6.1NRT,301.78,9.12,D
51.04255,2.29122,319.69,1.08,1.04,2022-05-29,1259,A,0,6.1NRT,292.48,15.37,D
0.99564,17.15275,319.91,1.47,1.2,2022-05-29,1244,A,74,6.1NRT,296.8,19.18,D
0.30933,9.34616,311.53,1.44,1.19,2022-05-29,1244,A,37,6.1NRT,295.7,9.06,D
2.07588,18.37683,312.04,1.89,1.34,2022-05-29,1244,A,60,6.1NRT,295.05,13.47,D
2.30465,18.99137,316.15,2.12,1.42,2022-05-29,1244,A,28,6.1NRT,293.32,21.14,D
2.30577,18.98364,320.74,2.12,1.42,2022-05-29,1244,A,74,6.1NRT,293.71,34.59,D
4.00772,9.74746,309.47,1.21,1.09,2022-05-29,1246,A,0,6.1NRT,290.33,6.42,D
4.58776,9.65249,315.18,1.21,1.09,2022-05-29,1246,A,69,6.1NRT,297.49,8.43,D
4.71122,9.72619,314.56,1.19,1.09,2022-05-29,1246,A,46,6.1NRT,297.49,7.29,D
4.72092,9.72482,315.85,1.19,1.09,2022-05-29,1246,A,49,6.1NRT,297.54,9.12,D
4.96574,8.05816,311.85,1.51,1.21,2022-05-29,1246,A,49,6.1NRT,293.29,10.09,D
4.95992,8.06616,314.39,1.51,1.21,2022-05-29,1246,A,66,6.1NRT,294.37,14.32,D
5.20367,7.19729,312.62,1.73,1.29,2022-05-29,1246,A,64,6.1NRT,294.59,11.5,D
5.19521,6.75599,316.6,1.87,1.34,2022-05-29,1246,A,68,6.1NRT,294.22,18.97,D
5.19265,6.73931,313.65,1.88,1.34,2022-05-29,1246,A,49,6.1NRT,293.97,13.8,D
5.29159,7.09924,314.73,1.76,1.3,2022-05-29,1246,A,67,6.1NRT,293.8,14.16,D
5.3026,7.01704,326.14,1.78,1.31,2022-05-29,1246,A,81,6.1NRT,293.8,41.53,D
5.32153,7.06258,314.68,1.77,1.3,2022-05-29,1246,A,68,6.1NRT,294.52,13.47,D
5.33315,7.06079,325.02,1.77,1.3,2022-05-29,1246,A,80,6.1NRT,293.09,35.81,D
5.36434,7.04897,312.33,1.77,1.3,2022-05-29,1246,A,62,6.1NRT,294.14,9.79,D
5.33857,6.65284,313.86,1.9,1.35,2022-05-29,1246,A,43,6.1NRT,296.7,14.97,D
5.38377,6.86615,317.29,1.82,1.32,2022-05-29,1246,A,71,6.1NRT,295.03,19.61,D
5.38126,6.84991,313.88,1.83,1.32,2022-05-29,1246,A,64,6.1NRT,295.13,12.92,D
5.61464,6.2544,312.83,2.02,1.38,2022-05-29,1246,A,34,6.1NRT,292.59,19,D
5.6591,6.50933,309.64,1.92,1.35,2022-05-29,1246,A,44,6.1NRT,292.94,11.47,D
5.88819,6.29659,314.72,1.98,1.37,2022-05-29,1246,A,61,6.1NRT,295.26,18.61,D
5.99357,5.9774,314.66,2.09,1.41,2022-05-29,1246,A,62,6.1NRT,294.45,21.98,D
6.48108,4.59352,308.79,2.63,1.56,2022-05-29,1246,A,49,6.1NRT,292.45,14.46,D
11.34848,13.2765,340.77,1.16,1.07,2022-05-29,1246,A,75,6.1NRT,322.1,16.5,D
11.34708,13.26605,338.25,1.15,1.07,2022-05-29,1246,A,50,6.1NRT,322.07,11.29,D
12.75201,14.10553,339.03,1.34,1.15,2022-05-29,1249,A,54,6.1NRT,325.16,26.64,D
12.8027,14.17348,331.1,1.35,1.15,2022-05-29,1249,A,35,6.1NRT,316.26,27.84,D
12.89372,14.2427,333.42,1.37,1.16,2022-05-29,1249,A,56,6.1NRT,307.73,36.92,D
13.09253,14.28004,338.95,1.39,1.17,2022-05-29,1249,A,78,6.1NRT,306.97,49.4,D
13.10462,14.29129,344.49,1.39,1.17,2022-05-29,1249,A,65,6.1NRT,309.46,64,D
13.10295,14.27862,343.42,1.39,1.17,2022-05-29,1249,A,85,6.1NRT,307.58,62.76,D
13.11505,14.28988,384.49,1.39,1.17,2022-05-29,1249,A,75,6.1NRT,309.69,260.53,D
13.11337,14.27721,374.1,1.39,1.17,2022-05-29,1249,A,100,6.1NRT,307.26,193.49,D
13.27745,13.99633,351.11,1.34,1.15,2022-05-29,1249,A,93,6.1NRT,310.84,79.01,D
13.69058,13.95217,334.35,1.35,1.15,2022-05-29,1249,A,56,6.1NRT,319.06,20.57,D
13.68898,13.93987,335.74,1.34,1.15,2022-05-29,1249,A,65,6.1NRT,314.35,26,D
13.73863,14.01428,336.87,1.36,1.16,2022-05-29,1249,A,62,6.1NRT,319.03,18.62,D
13.7088,13.38907,344.81,1.24,1.11,2022-05-29,1249,A,80,6.1NRT,318.59,43.33,D
13.31065,6.05813,338.99,1.53,1.22,2022-05-29,1249,A,78,6.1NRT,314.55,29.76,D
13.31535,6.06476,335.47,1.53,1.22,2022-05-29,1249,A,72,6.1NRT,313.5,18.17,D
-31.70733,26.76308,305.64,1.76,1.3,2022-05-29,1234,A,48,6.1NRT,286.48,17.89,D
-29.74355,25.9349,301.01,1.72,1.29,2022-05-29,1236,A,44,6.1NRT,289.09,8.83,D
-26.73056,27.74444,303.22,2.65,1.56,2022-05-29,1236,A,47,6.1NRT,290.16,13.32,D
-26.7593,27.01732,322.48,2.36,1.48,2022-05-29,1236,A,81,6.1NRT,293.82,59.32,D
